seed,scenario,origin,sku,unit,forecast_quantity,realized_regular_quantity,expected_regular_quantity,project_quantity,daily_absolute_error,daily_absolute_error_expectation,input_sha256,error
101,intermittent,2026-04-01,SKU-004,шт,648.5,222,403.2,0,777.8571428571429,245.29999999999995,ec17b245c984593ebdd0627580a458846d6b0d5cdebdd2a2c6c891ad9975edb9,
101,new_product,2025-07-01,SKU-001,шт,255.66666666666669,208,224.0,0,77.57142857142858,31.66666666666667,b78504b0ae2da634570fe0c4ad2b65ae23687fd190185b5ad5b483c70da19151,
101,new_product,2025-07-01,SKU-002,шт,541.3809523809524,542,504.0,0,81.32993197278911,41.100680272108875,b78504b0ae2da634570fe0c4ad2b65ae23687fd190185b5ad5b483c70da19151,
101,new_product,2025-07-01,SKU-003,шт,1261.0,1125,1120.0,0,209.5,140.99999999999994,b78504b0ae2da634570fe0c4ad2b65ae23687fd190185b5ad5b483c70da19151,
101,new_product,2025-07-01,SKU-004,шт,2724.1428571428573,2543,2520.0,0,293.90816326530614,217.81632653061234,b78504b0ae2da634570fe0c4ad2b65ae23687fd190185b5ad5b483c70da19151,
101,new_product,2026-04-01,SKU-001,шт,261.0,243,224.0,0,67.64285714285714,36.999999999999986,8395c7856e50d0a326f4e4ed6edb17a69d9a7b622a0a0d956c136f2b921904ed,
101,new_product,2026-04-01,SKU-002,шт,529.0,472,504.0,0,89.35714285714286,35.25142857142859,8395c7856e50d0a326f4e4ed6edb17a69d9a7b622a0a0d956c136f2b921904ed,
101,new_product,2026-04-01,SKU-003,шт,1261.3333333333335,1105,1120.0,0,211.95238095238102,141.3333333333334,8395c7856e50d0a326f4e4ed6edb17a69d9a7b622a0a0d956c136f2b921904ed,
101,new_product,2026-04-01,SKU-004,шт,2735.3809523809523,2456,2520.0,0,360.4591836734694,225.84353741496597,8395c7856e50d0a326f4e4ed6edb17a69d9a7b622a0a0d956c136f2b921904ed,
101,full_stockout,2025-07-01,SKU-001,шт,214.0,222,224.0,0,63.42857142857143,17.428571428571434,46e4f1045d67bfe946d25f1528ec8470efa59168308ad88c3913bea03bb29032,
101,full_stockout,2025-07-01,SKU-002,шт,508.0,464,504.0,0,115.71428571428571,35.428571428571445,46e4f1045d67bfe946d25f1528ec8470efa59168308ad88c3913bea03bb29032,
101,full_stockout,2025-07-01,SKU-003,шт,1094.0,1116,1120.0,0,166.0,83.71428571428575,46e4f1045d67bfe946d25f1528ec8470efa59168308ad88c3913bea03bb29032,
101,full_stockout,2025-07-01,SKU-004,шт,2470.0,2463,2520.0,0,158.57142857142858,187.14285714285728,46e4f1045d67bfe946d25f1528ec8470efa59168308ad88c3913bea03bb29032,
101,full_stockout,2026-04-01,SKU-001,шт,238.0,218,224.0,0,56.0,16.880000000000003,f53fba3e81e39b04ebbd5ed6247baa3809288139450413815cb690bba6b78a2e,
101,full_stockout,2026-04-01,SKU-002,шт,470.0,488,504.0,0,88.42857142857143,43.37142857142858,f53fba3e81e39b04ebbd5ed6247baa3809288139450413815cb690bba6b78a2e,
101,full_stockout,2026-04-01,SKU-003,шт,1124.0,1154,1120.0,0,130.28571428571428,79.42857142857144,f53fba3e81e39b04ebbd5ed6247baa3809288139450413815cb690bba6b78a2e,
101,full_stockout,2026-04-01,SKU-004,шт,2544.0,2597,2520.0,0,272.7142857142857,176.57142857142867,f53fba3e81e39b04ebbd5ed6247baa3809288139450413815cb690bba6b78a2e,
101,partial_stockout,2025-07-01,SKU-001,шт,242.2857142857143,222,224.0,0,63.30612244897959,19.46122448979593,cb43baf36857f02a33d3fb8807aa5841a24399f8e87a1d6f0160829f6e9354ef,
101,partial_stockout,2025-07-01,SKU-002,шт,442.2857142857143,464,504.0,0,100.81632653061224,62.80163265306123,cb43baf36857f02a33d3fb8807aa5841a24399f8e87a1d6f0160829f6e9354ef,
101,partial_stockout,2025-07-01,SKU-003,шт,1084.5714285714287,1116,1120.0,0,166.53061224489795,85.06122448979593,cb43baf36857f02a33d3fb8807aa5841a24399f8e87a1d6f0160829f6e9354ef,
101,partial_stockout,2025-07-01,SKU-004,шт,2565.714285714286,2463,2520.0,0,169.32653061224488,173.46938775510216,cb43baf36857f02a33d3fb8807aa5841a24399f8e87a1d6f0160829f6e9354ef,
101,partial_stockout,2026-04-01,SKU-001,шт,230.85714285714283,218,224.0,0,52.938775510204074,15.059591836734697,cc730991fc8097b542554e813844786862be10dc35291a20be178926ebfb4592,
101,partial_stockout,2026-04-01,SKU-002,шт,457.14285714285717,488,504.0,0,89.34693877551021,52.18938775510205,cc730991fc8097b542554e813844786862be10dc35291a20be178926ebfb4592,
101,partial_stockout,2026-04-01,SKU-003,шт,1106.2857142857142,1154,1120.0,0,130.0,81.95918367346943,cc730991fc8097b542554e813844786862be10dc35291a20be178926ebfb4592,
101,partial_stockout,2026-04-01,SKU-004,шт,2467.4285714285716,2597,2520.0,0,274.51020408163265,187.51020408163276,cc730991fc8097b542554e813844786862be10dc35291a20be178926ebfb4592,
101,single_project,2025-07-01,SKU-001,шт,229.5,222,224.0,112,62.39285714285714,15.214285714285722,4430d59c1a2b16ddce71a426b23256f7af6aaaa64afe80eb666ac0d66a4b9bfe,
101,single_project,2025-07-01,SKU-002,шт,465.0,464,504.0,201,103.64285714285714,46.57714285714286,4430d59c1a2b16ddce71a426b23256f7af6aaaa64afe80eb666ac0d66a4b9bfe,
101,single_project,2025-07-01,SKU-003,шт,1088.5,1116,1120.0,539,166.25,84.50000000000003,4430d59c1a2b16ddce71a426b23256f7af6aaaa64afe80eb666ac0d66a4b9bfe,
101,single_project,2025-07-01,SKU-004,шт,2485.5,2463,2520.0,1155,157.46428571428572,184.92857142857156,4430d59c1a2b16ddce71a426b23256f7af6aaaa64afe80eb666ac0d66a4b9bfe,
101,single_project,2026-04-01,SKU-001,шт,219.0,218,224.0,116,51.42857142857143,16.714285714285722,3d83951c0680c8837c7ae07d67855329420963badbf079ad64ca221553c844a9,
101,single_project,2026-04-01,SKU-002,шт,487.99999999999994,488,504.0,200,92.28571428571428,38.285714285714306,3d83951c0680c8837c7ae07d67855329420963badbf079ad64ca221553c844a9,
101,single_project,2026-04-01,SKU-003,шт,1136.5,1154,1120.0,558,131.17857142857144,77.64285714285717,3d83951c0680c8837c7ae07d67855329420963badbf079ad64ca221553c844a9,
101,single_project,2026-04-01,SKU-004,шт,2466.0,2597,2520.0,1190,274.7142857142857,187.71428571428584,3d83951c0680c8837c7ae07d67855329420963badbf079ad64ca221553c844a9,
101,split_project,2025-07-01,SKU-001,шт,229.5,222,224.0,112,62.39285714285714,15.214285714285722,72445cd6d3bf869cd83c5905c74e268c1aa47d7967949d0afdb1a35c0e0dff50,
101,split_project,2025-07-01,SKU-002,шт,465.0,464,504.0,201,103.64285714285714,46.57714285714286,72445cd6d3bf869cd83c5905c74e268c1aa47d7967949d0afdb1a35c0e0dff50,
101,split_project,2025-07-01,SKU-003,шт,1088.5,1116,1120.0,539,166.25,84.50000000000003,72445cd6d3bf869cd83c5905c74e268c1aa47d7967949d0afdb1a35c0e0dff50,
101,split_project,2025-07-01,SKU-004,шт,2485.5,2463,2520.0,1155,157.46428571428572,184.92857142857156,72445cd6d3bf869cd83c5905c74e268c1aa47d7967949d0afdb1a35c0e0dff50,
101,split_project,2026-04-01,SKU-001,шт,219.0,218,224.0,116,51.42857142857143,16.714285714285722,1dda74548c2868e274938128bc7a5246894e38215991d44a74573f4ef18b7a82,
101,split_project,2026-04-01,SKU-002,шт,487.99999999999994,488,504.0,200,92.28571428571428,38.285714285714306,1dda74548c2868e274938128bc7a5246894e38215991d44a74573f4ef18b7a82,
101,split_project,2026-04-01,SKU-003,шт,1136.5,1154,1120.0,558,131.17857142857144,77.64285714285717,1dda74548c2868e274938128bc7a5246894e38215991d44a74573f4ef18b7a82,
101,split_project,2026-04-01,SKU-004,шт,2466.0,2597,2520.0,1190,274.7142857142857,187.71428571428584,1dda74548c2868e274938128bc7a5246894e38215991d44a74573f4ef18b7a82,
101,recurring_client,2025-07-01,SKU-001,шт,506.5,503,512.0,0,464.78571428571433,491.7057142857143,00bf549dd967892720a39dcdc8a88dfb20a18fa3ba67a64341406f26b9eca102,
101,recurring_client,2025-07-01,SKU-002,шт,1156.5,1208,1152.0,0,1098.0714285714284,1118.3914285714286,00bf549dd967892720a39dcdc8a88dfb20a18fa3ba67a64341406f26b9eca102,
101,recurring_client,2025-07-01,SKU-003,шт,2510.5,2604,2560.0,0,2551.214285714286,2442.8142857142857,00bf549dd967892720a39dcdc8a88dfb20a18fa3ba67a64341406f26b9eca102,
101,recurring_client,2025-07-01,SKU-004,шт,5705.0,5820,5760.0,0,5577.0,5536.6,00bf549dd967892720a39dcdc8a88dfb20a18fa3ba67a64341406f26b9eca102,
101,recurring_client,2026-04-01,SKU-001,шт,526.0,456,512.0,0,485.71428571428567,505.6342857142857,26d295c3c6ea3b20397a50a27d6974b98ee7de77f315e357b7abc0701f902daf,
101,recurring_client,2026-04-01,SKU-002,шт,1236.5,1200,1152.0,0,1217.2142857142858,1175.5342857142857,26d295c3c6ea3b20397a50a27d6974b98ee7de77f315e357b7abc0701f902daf,
101,recurring_client,2026-04-01,SKU-003,шт,2563.0,2637,2560.0,0,2461.714285714286,2480.3142857142857,26d295c3c6ea3b20397a50a27d6974b98ee7de77f315e357b7abc0701f902daf,
101,recurring_client,2026-04-01,SKU-004,шт,5713.0,5652,5760.0,0,5500.714285714286,5542.314285714286,26d295c3c6ea3b20397a50a27d6974b98ee7de77f315e357b7abc0701f902daf,
101,known_promotion,2025-07-01,SKU-001,шт,260.53333333333336,273,268.8,0,69.28888888888889,20.38095238095239,7b6f115310c87be83489396b1a81c06811d871a38d84c23d43e38a968835872f,
101,known_promotion,2025-07-01,SKU-002,шт,587.4666666666667,551,604.8000000000001,0,132.8095238095238,45.67619047619049,7b6f115310c87be83489396b1a81c06811d871a38d84c23d43e38a968835872f,
101,known_promotion,2025-07-01,SKU-003,шт,1371.2,1409,1344.0,0,200.40952380952382,92.11428571428576,7b6f115310c87be83489396b1a81c06811d871a38d84c23d43e38a968835872f,
101,known_promotion,2025-07-01,SKU-004,шт,2989.0666666666666,2944,3024.0,0,283.50476190476195,220.99047619047633,7b6f115310c87be83489396b1a81c06811d871a38d84c23d43e38a968835872f,
101,known_promotion,2026-04-01,SKU-001,шт,255.33333333333331,249,268.8,0,63.63492063492063,21.13142857142858,d6a43347a0a89c672448be229b6d6c273b8a3a08e4b6404e8d7c47a20335f45a,
101,known_promotion,2026-04-01,SKU-002,шт,640.8666666666667,628,604.8000000000001,0,84.66428571428571,44.83314285714289,d6a43347a0a89c672448be229b6d6c273b8a3a08e4b6404e8d7c47a20335f45a,
101,known_promotion,2026-04-01,SKU-003,шт,1379.4,1317,1344.0,0,214.1642857142857,90.94285714285718,d6a43347a0a89c672448be229b6d6c273b8a3a08e4b6404e8d7c47a20335f45a,
101,known_promotion,2026-04-01,SKU-004,шт,2988.6666666666665,3014,3024.0,0,270.6269841269841,221.0476190476192,d6a43347a0a89c672448be229b6d6c273b8a3a08e4b6404e8d7c47a20335f45a,
101,demand_shock,2025-07-01,SKU-001,шт,234.0,516,504.0,0,311.7142857142857,282.75428571428574,396ba237bcb47654ad917eef4a974c881778396967f6992680a6ce157950d174,
101,demand_shock,2025-07-01,SKU-002,шт,494.99999999999994,1078,1134.0,0,655.8571428571429,653.1428571428571,396ba237bcb47654ad917eef4a974c881778396967f6992680a6ce157950d174,
101,demand_shock,2025-07-01,SKU-003,шт,1136.5,2550,2520.0,0,1496.1071428571427,1430.5714285714284,396ba237bcb47654ad917eef4a974c881778396967f6992680a6ce157950d174,
101,demand_shock,2025-07-01,SKU-004,шт,2579.5,5772,5670.0,0,3312.25,3206.0000000000005,396ba237bcb47654ad917eef4a974c881778396967f6992680a6ce157950d174,
101,demand_shock,2026-04-01,SKU-001,шт,229.0,478,504.0,0,307.5,285.14285714285717,467c9f4035c963b430dc57b243ab64c68804478915611fb64d574ee7e4378341,
101,demand_shock,2026-04-01,SKU-002,шт,507.0,1114,1134.0,0,661.3571428571428,646.2857142857142,467c9f4035c963b430dc57b243ab64c68804478915611fb64d574ee7e4378341,
101,demand_shock,2026-04-01,SKU-003,шт,1119.0,2529,2520.0,0,1485.5,1440.5714285714284,467c9f4035c963b430dc57b243ab64c68804478915611fb64d574ee7e4378341,
101,demand_shock,2026-04-01,SKU-004,шт,2500.5,5580,5670.0,0,3227.142857142857,3251.1428571428573,467c9f4035c963b430dc57b243ab64c68804478915611fb64d574ee7e4378341,
101,combined,2025-07-01,SKU-001,шт,638.7809523809524,1299,1312.6523411334517,112,782.5138321995464,774.1713841415702,3594aedf6fc2aeadb5c3aa16eb9367e9be66295759aa97bf8597049802106eb2,
101,combined,2025-07-01,SKU-002,шт,878.4761904761905,1564,1571.0429560852033,201,849.2970521541951,875.6045057988065,3594aedf6fc2aeadb5c3aa16eb9367e9be66295759aa97bf8597049802106eb2,
101,combined,2025-07-01,SKU-003,шт,3146.819047619048,7453,7613.471905850503,539,4442.044897959183,4571.35889637604,3594aedf6fc2aeadb5c3aa16eb9367e9be66295759aa97bf8597049802106eb2,
101,combined,2025-07-01,SKU-004,шт,4569.904761904762,8003,7982.3364410160975,1155,4455.349206349206,4537.337970290148,3594aedf6fc2aeadb5c3aa16eb9367e9be66295759aa97bf8597049802106eb2,
101,combined,2026-04-01,SKU-001,шт,541.2571428571429,1027,984.3890874736175,116,598.3551020408163,574.4634685492762,d30a0474831bdd25be889c15347a6ebb268bb6589cd1af57f8f13d380266febf,
101,combined,2026-04-01,SKU-002,шт,830.6285714285715,1564,1572.7363169139658,200,888.6775510204081,883.9744025761836,d30a0474831bdd25be889c15347a6ebb268bb6589cd1af57f8f13d380266febf,
101,combined,2026-04-01,SKU-003,шт,2376.3809523809527,6636,6629.0011470682775,558,4313.972789115646,4252.620194687325,d30a0474831bdd25be889c15347a6ebb268bb6589cd1af57f8f13d380266febf,
101,combined,2026-04-01,SKU-004,шт,5940.571428571429,10258,10352.263865825875,1190,6049.9047619047615,5996.212617760947,d30a0474831bdd25be889c15347a6ebb268bb6589cd1af57f8f13d380266febf,
202,stable,2025-07-01,SKU-001,шт,225.5,259,224.0,0,62.785714285714285,15.785714285714292,6c17e879a4d8db57454aac518601397ea72d147d4c7ba32e81c2f3e4cd9ddade,
202,stable,2025-07-01,SKU-002,шт,491.49999999999994,510,504.0,0,109.78571428571429,37.785714285714306,6c17e879a4d8db57454aac518601397ea72d147d4c7ba32e81c2f3e4cd9ddade,
202,stable,2025-07-01,SKU-003,шт,1082.0,1105,1120.0,0,137.0,85.42857142857144,6c17e879a4d8db57454aac518601397ea72d147d4c7ba32e81c2f3e4cd9ddade,
202,stable,2025-07-01,SKU-004,шт,2547.0,2613,2520.0,0,293.2142857142858,176.14285714285728,6c17e879a4d8db57454aac518601397ea72d147d4c7ba32e81c2f3e4cd9ddade,
202,stable,2026-04-01,SKU-001,шт,211.0,203,224.0,0,65.14285714285714,18.371428571428577,519415c6b0c8c77738f2aee1db372b51ae2eeace4e75dd27da73b1e17216a07b,
202,stable,2026-04-01,SKU-002,шт,484.49999999999994,543,504.0,0,97.96428571428572,38.785714285714306,519415c6b0c8c77738f2aee1db372b51ae2eeace4e75dd27da73b1e17216a07b,
202,stable,2026-04-01,SKU-003,шт,1137.5,1136,1120.0,0,154.0,77.50000000000003,519415c6b0c8c77738f2aee1db372b51ae2eeace4e75dd27da73b1e17216a07b,
202,stable,2026-04-01,SKU-004,шт,2568.0,2491,2520.0,0,294.1428571428571,173.14285714285728,519415c6b0c8c77738f2aee1db372b51ae2eeace4e75dd27da73b1e17216a07b,
202,seasonal_growth,2025-07-01,SKU-001,шт,276.0,350,371.0966781577408,0,88.57142857142856,95.09667815774083,b6696c539d45b038b552a4e344afc15da401e2a5361d1b074f654f276fd789b4,
202,seasonal_growth,2025-07-01,SKU-002,шт,533.0,564,560.0932869786008,0,103.85714285714286,46.45656117551154,b6696c539d45b038b552a4e344afc15da401e2a5361d1b074f654f276fd789b4,
202,seasonal_growth,2025-07-01,SKU-003,шт,2439.0,2532,2485.3056516717074,0,175.57142857142856,187.3819132001093,b6696c539d45b038b552a4e344afc15da401e2a5361d1b074f654f276fd789b4,
202,seasonal_growth,2025-07-01,SKU-004,шт,2627.5,3196,3173.127832530833,0,587.5357142857144,549.5909710185244,b6696c539d45b038b552a4e344afc15da401e2a5361d1b074f654f276fd789b4,
202,seasonal_growth,2026-04-01,SKU-001,шт,483.5,462,411.7425275854608,0,97.21428571428571,71.75747241453922,09fd1f5b96bda75c0def0f0659c8b3b047e2735cb6391cda7da2825ceb1a0e2b,
202,seasonal_growth,2026-04-01,SKU-002,шт,853.0,723,673.1731792456897,0,186.57142857142858,179.82682075431038,09fd1f5b96bda75c0def0f0659c8b3b047e2735cb6391cda7da2825ceb1a0e2b,
202,seasonal_growth,2026-04-01,SKU-003,шт,2410.5,2013,2067.9531909011444,0,438.6071428571428,342.9409192139109,09fd1f5b96bda75c0def0f0659c8b3b047e2735cb6391cda7da2825ceb1a0e2b,
202,seasonal_growth,2026-04-01,SKU-004,шт,2683.5,3300,3357.3478590296513,0,623.857142857143,673.8478590296514,09fd1f5b96bda75c0def0f0659c8b3b047e2735cb6391cda7da2825ceb1a0e2b,
202,intermittent,2025-07-01,SKU-001,шт,57.49999999999999,65,35.84,0,97.85714285714286,21.659999999999993,6388b8faa4c4246d1973e450871210b4cbc513219ea917dede1d8f1d61a97e64,
202,intermittent,2025-07-01,SKU-002,шт,65.5,39,80.64,0,99.82142857142857,15.139999999999993,6388b8faa4c4246d1973e450871210b4cbc513219ea917dede1d8f1d61a97e64,
202,intermittent,2025-07-01,SKU-003,шт,1.5,267,179.20000000000002,0,268.2857142857143,177.7,6388b8faa4c4246d1973e450871210b4cbc513219ea917dede1d8f1d61a97e64,
202,intermittent,2025-07-01,SKU-004,шт,194.5,59,403.2,0,239.60714285714286,208.70000000000002,6388b8faa4c4246d1973e450871210b4cbc513219ea917dede1d8f1d61a97e64,
202,intermittent,2026-04-01,SKU-001,шт,36.5,0,35.84,0,36.5,0.6600000000000001,b979dd0814dd682763363bf2b3c66d267248181877bbdf8f7280f305e4a5eea5,
202,intermittent,2026-04-01,SKU-002,шт,24.5,0,80.64,0,24.5,56.14,b979dd0814dd682763363bf2b3c66d267248181877bbdf8f7280f305e4a5eea5,
202,intermittent,2026-04-01,SKU-003,шт,226.0,136,179.20000000000002,0,313.57142857142856,46.79999999999998,b979dd0814dd682763363bf2b3c66d267248181877bbdf8f7280f305e4a5eea5,
202,intermittent,2026-04-01,SKU-004,шт,306.5,71,403.2,0,345.60714285714283,96.70000000000002,b979dd0814dd682763363bf2b3c66d267248181877bbdf8f7280f305e4a5eea5,
202,new_product,2025-07-01,SKU-001,шт,254.66666666666666,227,224.0,0,75.95238095238095,30.66666666666665,1fe289bb44152fe16504aa63c8d1cd7813d9a71afe0cd9d9758cc87acbf88772,
202,new_product,2025-07-01,SKU-002,шт,577.7619047619047,496,504.0,0,115.61224489795916,73.76190476190469,1fe289bb44152fe16504aa63c8d1cd7813d9a71afe0cd9d9758cc87acbf88772,
202,new_product,2025-07-01,SKU-003,шт,1247.3333333333335,1078,1120.0,0,216.95238095238102,127.3333333333334,1fe289bb44152fe16504aa63c8d1cd7813d9a71afe0cd9d9758cc87acbf88772,
202,new_product,2025-07-01,SKU-004,шт,2701.5714285714284,2528,2520.0,0,336.90816326530614,201.69387755102048,1fe289bb44152fe16504aa63c8d1cd7813d9a71afe0cd9d9758cc87acbf88772,
202,new_product,2026-04-01,SKU-001,шт,228.33333333333334,220,224.0,0,64.61904761904762,15.380952380952387,91d0efd4bb727d61dbdd06393e2fe21872bf8f5fbae89e3e59f7bafd43ed7f1e,
202,new_product,2026-04-01,SKU-002,шт,526.6190476190476,490,504.0,0,104.84693877551018,34.911292517006814,91d0efd4bb727d61dbdd06393e2fe21872bf8f5fbae89e3e59f7bafd43ed7f1e,
202,new_product,2026-04-01,SKU-003,шт,1226.3333333333335,1111,1120.0,0,215.7857142857143,107.95238095238099,91d0efd4bb727d61dbdd06393e2fe21872bf8f5fbae89e3e59f7bafd43ed7f1e,
202,new_product,2026-04-01,SKU-004,шт,2736.7619047619046,2489,2520.0,0,326.8639455782313,226.82993197278915,91d0efd4bb727d61dbdd06393e2fe21872bf8f5fbae89e3e59f7bafd43ed7f1e,
202,full_stockout,2025-07-01,SKU-001,шт,246.00000000000003,259,224.0,0,59.857142857142854,22.114285714285728,1715e0beac7382ad5ef65a0ba68d0accf1520477beec13574e68bbb2f506142b,
202,full_stockout,2025-07-01,SKU-002,шт,538.0,510,504.0,0,106.57142857142858,39.05142857142859,1715e0beac7382ad5ef65a0ba68d0accf1520477beec13574e68bbb2f506142b,
202,full_stockout,2025-07-01,SKU-003,шт,1116.0,1105,1120.0,0,138.71428571428572,80.57142857142861,1715e0beac7382ad5ef65a0ba68d0accf1520477beec13574e68bbb2f506142b,
202,full_stockout,2025-07-01,SKU-004,шт,2530.0,2613,2520.0,0,296.85714285714283,178.57142857142867,1715e0beac7382ad5ef65a0ba68d0accf1520477beec13574e68bbb2f506142b,
202,full_stockout,2026-04-01,SKU-001,шт,229.99999999999997,203,224.0,0,69.57142857142856,15.142857142857153,5fd4d75666b1ac40fa834d7dde3eb9f7b584a75ca0165bf2712d5fc9b3923d82,
202,full_stockout,2026-04-01,SKU-002,шт,487.99999999999994,543,504.0,0,96.71428571428572,38.285714285714306,5fd4d75666b1ac40fa834d7dde3eb9f7b584a75ca0165bf2712d5fc9b3923d82,
202,full_stockout,2026-04-01,SKU-003,шт,1158.0,1136,1120.0,0,154.71428571428572,75.82857142857142,5fd4d75666b1ac40fa834d7dde3eb9f7b584a75ca0165bf2712d5fc9b3923d82,
202,full_stockout,2026-04-01,SKU-004,шт,2574.0,2491,2520.0,0,296.28571428571433,172.2857142857144,5fd4d75666b1ac40fa834d7dde3eb9f7b584a75ca0165bf2712d5fc9b3923d82,
202,partial_stockout,2025-07-01,SKU-001,шт,212.57142857142858,259,224.0,0,67.08163265306122,17.69795918367347,7fe2f0c84af1d844200e3fc3b2e9afd29c25761bc42d7adf02330df5f009d43d,
202,partial_stockout,2025-07-01,SKU-002,шт,512.0,510,504.0,0,106.85714285714286,34.857142857142875,7fe2f0c84af1d844200e3fc3b2e9afd29c25761bc42d7adf02330df5f009d43d,
202,partial_stockout,2025-07-01,SKU-003,шт,1075.4285714285713,1105,1120.0,0,137.0,86.36734693877554,7fe2f0c84af1d844200e3fc3b2e9afd29c25761bc42d7adf02330df5f009d43d,
202,partial_stockout,2025-07-01,SKU-004,шт,2613.714285714286,2613,2520.0,0,282.3061224489796,171.78775510204093,7fe2f0c84af1d844200e3fc3b2e9afd29c25761bc42d7adf02330df5f009d43d,
202,partial_stockout,2026-04-01,SKU-001,шт,203.42857142857144,203,224.0,0,64.06122448979592,23.013877551020414,08244c36f4aa409c2e80069254abe13a60e0a4a8c4027fd6e651a1d548021121,
